asset_type,symbol,name,yfinance_symbol,tradingview_symbol,tradingview_prefix_status,search_text,app_include,review_note,sector,industry
STOCK,ANVS,Annovis Bio Inc. Common Stock,ANVS,NASDAQ:ANVS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,anvs annovis bio inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,ANY,Sphere 3D Corp. Common Shares,ANY,NASDAQ:ANY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,any sphere 3d corp. common shares finance finance: consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Finance: Consumer Services
STOCK,AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,AOD,NASDAQ:AOD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aod abrdn total dynamic dividend fund common shares of beneficial interest finance investment managers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Investment Managers
STOCK,AOMR,Angel Oak Mortgage REIT Inc. Common Stock,AOMR,NASDAQ:AOMR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aomr angel oak mortgage reit inc. common stock finance real estate,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Real Estate
STOCK,AON,Aon plc Class A Ordinary Shares (Ireland),AON,NASDAQ:AON,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aon aon plc class a ordinary shares (ireland) finance specialty insurers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Specialty Insurers
STOCK,AORT,Artivion Inc. Common Stock,AORT,NASDAQ:AORT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aort artivion inc. common stock health care medical/dental instruments,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medical/Dental Instruments
STOCK,AOS,A.O. Smith Corporation Common Stock,AOS,NASDAQ:AOS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aos a.o. smith corporation common stock consumer discretionary consumer electronics/appliances,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Consumer Electronics/Appliances
STOCK,AOSL,Alpha and Omega Semiconductor Limited Common Shares,AOSL,NASDAQ:AOSL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aosl alpha and omega semiconductor limited common shares technology semiconductors,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Semiconductors
STOCK,AOUT,American Outdoor Brands Inc. Common Stock,AOUT,NASDAQ:AOUT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aout american outdoor brands inc. common stock consumer discretionary recreational games/products/toys,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Recreational Games/Products/Toys
STOCK,AP,Ampco-Pittsburgh Corporation Common Stock,AP,NASDAQ:AP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ap ampco-pittsburgh corporation common stock industrials fluid controls,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Fluid Controls
STOCK,APA,APA Corporation Common Stock,APA,NASDAQ:APA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apa apa corporation common stock energy oil & gas production,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Energy,Oil & Gas Production
STOCK,APAC,StoneBridge Acquisition II Corporation Class A Ordinary Shares,APAC,NASDAQ:APAC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apac stonebridge acquisition ii corporation class a ordinary shares  ,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
STOCK,APAM,Artisan Partners Asset Management Inc. Class A Common Stock,APAM,NASDAQ:APAM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apam artisan partners asset management inc. class a common stock finance investment managers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Investment Managers
STOCK,APC,ARKO Petroleum Corp. Class A Common Stock,APC,NASDAQ:APC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apc arko petroleum corp. class a common stock energy oil refining/marketing,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Energy,Oil Refining/Marketing
STOCK,APD,Air Products and Chemicals Inc. Common Stock,APD,NASDAQ:APD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apd air products and chemicals inc. common stock basic materials major chemicals,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Basic Materials,Major Chemicals
STOCK,APEI,American Public Education Inc. Common Stock,APEI,NASDAQ:APEI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apei american public education inc. common stock real estate other consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Other Consumer Services
STOCK,APG,APi Group Corporation Common Stock,APG,NASDAQ:APG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apg api group corporation common stock consumer discretionary engineering & construction,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Engineering & Construction
STOCK,APGE,Apogee Therapeutics Inc. Common Stock,APGE,NASDAQ:APGE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apge apogee therapeutics inc. common stock health care biotechnology: biological products (no diagnostic substances),TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STOCK,APH,Amphenol Corporation Common Stock,APH,NASDAQ:APH,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aph amphenol corporation common stock technology electrical products,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Electrical Products
STOCK,API,Agora Inc. American Depositary Shares,API,NASDAQ:API,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,api agora inc. american depositary shares technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,APLD,Applied Digital Corporation Common Stock,APLD,NASDAQ:APLD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apld applied digital corporation common stock finance finance: consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Finance: Consumer Services
STOCK,APLE,Apple Hospitality REIT Inc. Common Shares,APLE,NASDAQ:APLE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aple apple hospitality reit inc. common shares real estate real estate investment trusts,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Real Estate Investment Trusts
STOCK,APLM,Apollomics Inc. Class A Ordinary Shares,APLM,NASDAQ:APLM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aplm apollomics inc. class a ordinary shares health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,APLS,Apellis Pharmaceuticals Inc. Common Stock,APLS,NASDAQ:APLS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apls apellis pharmaceuticals inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,APM,Aptorum Group Limited Class A Ordinary Shares,APM,NASDAQ:APM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apm aptorum group limited class a ordinary shares health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,APO,Apollo Global Management Inc. (New) Common Stock,APO,NASDAQ:APO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apo apollo global management inc. (new) common stock finance investment managers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Investment Managers
STOCK,APOG,Apogee Enterprises Inc. Common Stock,APOG,NASDAQ:APOG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apog apogee enterprises inc. common stock consumer discretionary auto parts:o.e.m.,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Auto Parts:O.E.M.
STOCK,APP,Applovin Corporation Class A Common Stock,APP,NASDAQ:APP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,app applovin corporation class a common stock technology computer software: programming data processing,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Programming Data Processing
STOCK,APPF,AppFolio Inc. Class A Common Stock,APPF,NASDAQ:APPF,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,appf appfolio inc. class a common stock technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,APPN,Appian Corporation Class A Common Stock,APPN,NASDAQ:APPN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,appn appian corporation class a common stock technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,APPS,Digital Turbine Inc. Common Stock,APPS,NASDAQ:APPS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apps digital turbine inc. common stock miscellaneous multi-sector companies,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Miscellaneous,Multi-Sector Companies
STOCK,APRE,Aprea Therapeutics Inc. Common stock,APRE,NASDAQ:APRE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apre aprea therapeutics inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,APT,Alpha Pro Tech Ltd. Common Stock,APT,NASDAQ:APT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apt alpha pro tech ltd. common stock health care industrial specialties,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Industrial Specialties
STOCK,APTV,Aptiv PLC Ordinary Shares,APTV,NASDAQ:APTV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aptv aptiv plc ordinary shares consumer discretionary auto parts:o.e.m.,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Auto Parts:O.E.M.
STOCK,APUS,Apimeds Pharmaceuticals US Inc. Common Stock,APUS,NASDAQ:APUS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apus apimeds pharmaceuticals us inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,APVO,Aptevo Therapeutics Inc. Common Stock,APVO,NASDAQ:APVO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apvo aptevo therapeutics inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),APWC,NASDAQ:APWC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apwc asia pacific wire & cable corporation ltd. ordinary shares (bermuda) industrials telecommunications equipment,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Telecommunications Equipment
STOCK,APXT,Apex Treasury Corporation Class A Ordinary Share,APXT,NASDAQ:APXT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apxt apex treasury corporation class a ordinary share technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,APYX,Apyx Medical Corporation Common Stock,APYX,NASDAQ:APYX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,apyx apyx medical corporation common stock health care medical/dental instruments,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medical/Dental Instruments
STOCK,AQB,AquaBounty Technologies Inc. Common Stock,AQB,NASDAQ:AQB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aqb aquabounty technologies inc. common stock consumer staples meat/poultry/fish,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Staples,Meat/Poultry/Fish
STOCK,AQMS,Aqua Metals Inc. Common Stock,AQMS,NASDAQ:AQMS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aqms aqua metals inc. common stock industrials metal fabrications,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Metal Fabrications
STOCK,AQN,Algonquin Power & Utilities Corp. Common Shares,AQN,NASDAQ:AQN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aqn algonquin power & utilities corp. common shares utilities electric utilities: central,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Utilities,Electric Utilities: Central
STOCK,AQST,Aquestive Therapeutics Inc. Common Stock,AQST,NASDAQ:AQST,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aqst aquestive therapeutics inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,AR,Antero Resources Corporation Common Stock,AR,NASDAQ:AR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ar antero resources corporation common stock energy oil & gas production,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Energy,Oil & Gas Production
STOCK,ARAI,Arrive AI Inc. Common Stock,ARAI,NASDAQ:ARAI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arai arrive ai inc. common stock consumer discretionary diversified commercial services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Diversified Commercial Services
STOCK,ARAY,Accuray Incorporated Common Stock,ARAY,NASDAQ:ARAY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aray accuray incorporated common stock health care medical/dental instruments,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medical/Dental Instruments
STOCK,ARBB,ARB IOT Group Limited Ordinary Shares,ARBB,NASDAQ:ARBB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arbb arb iot group limited ordinary shares technology edp services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,EDP Services
STOCK,ARBE,Arbe Robotics Ltd. Ordinary Shares,ARBE,NASDAQ:ARBE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arbe arbe robotics ltd. ordinary shares technology edp services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,EDP Services
STOCK,ARBK,Argo Blockchain plc American Depositary Shares,ARBK,NASDAQ:ARBK,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arbk argo blockchain plc american depositary shares finance finance: consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Finance: Consumer Services
STOCK,ARCB,ArcBest Corporation Common Stock,ARCB,NASDAQ:ARCB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arcb arcbest corporation common stock industrials trucking freight/courier services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Trucking Freight/Courier Services
STOCK,ARCC,Ares Capital Corporation Common Stock,ARCC,NASDAQ:ARCC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arcc ares capital corporation common stock finance finance: consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Finance: Consumer Services
STOCK,ARCI,Archimedes Tech SPAC Partners III Co. Ordinary Share,ARCI,NASDAQ:ARCI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arci archimedes tech spac partners iii co. ordinary share  ,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
STOCK,ARCO,Arcos Dorados Holdings Inc. Class A Shares,ARCO,NASDAQ:ARCO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arco arcos dorados holdings inc. class a shares consumer discretionary restaurants,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Restaurants
STOCK,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,ARCT,NASDAQ:ARCT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arct arcturus therapeutics holdings inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,ARDC,NASDAQ:ARDC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ardc ares dynamic credit allocation fund inc. common shares finance investment managers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Investment Managers
STOCK,ARDT,Ardent Health Inc. Common Stock,ARDT,NASDAQ:ARDT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ardt ardent health inc. common stock health care hospital/nursing management,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Hospital/Nursing Management
STOCK,ARDX,Ardelyx Inc. Common Stock,ARDX,NASDAQ:ARDX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ardx ardelyx inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,ARE,Alexandria Real Estate Equities Inc. Common Stock,ARE,NASDAQ:ARE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,are alexandria real estate equities inc. common stock real estate real estate investment trusts,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Real Estate Investment Trusts
STOCK,AREB,American Rebel Holdings Inc. Common Stock,AREB,NASDAQ:AREB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,areb american rebel holdings inc. common stock industrials plastic products,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Plastic Products
STOCK,AREC,American Resources Corporation Class A Common Stock,AREC,NASDAQ:AREC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arec american resources corporation class a common stock energy coal mining,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Energy,Coal Mining
STOCK,AREN,The Arena Group Holdings Inc. Common Stock,AREN,NASDAQ:AREN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aren the arena group holdings inc. common stock technology edp services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,EDP Services
STOCK,ARES,Ares Management Corporation Class A Common Stock,ARES,NASDAQ:ARES,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ares ares management corporation class a common stock finance investment managers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Investment Managers
STOCK,ARGX,argenx SE American Depositary Shares,ARGX,NASDAQ:ARGX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,argx argenx se american depositary shares health care biotechnology: biological products (no diagnostic substances),TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STOCK,ARHS,Arhaus Inc. Class A Common Stock,ARHS,NASDAQ:ARHS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arhs arhaus inc. class a common stock consumer discretionary other specialty stores,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Other Specialty Stores
STOCK,ARI,Apollo Commercial Real Estate Finance Inc,ARI,NASDAQ:ARI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ari apollo commercial real estate finance inc real estate real estate investment trusts,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Real Estate Investment Trusts
STOCK,ARIS,Aris Mining Corporation Common Shares,ARIS,NASDAQ:ARIS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,aris aris mining corporation common shares  ,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
STOCK,ARKO,ARKO Corp. Common Stock,ARKO,NASDAQ:ARKO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arko arko corp. common stock consumer staples food chains,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Staples,Food Chains
STOCK,ARKR,Ark Restaurants Corp. Common Stock,ARKR,NASDAQ:ARKR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arkr ark restaurants corp. common stock consumer discretionary restaurants,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Restaurants
STOCK,ARL,American Realty Investors Inc. Common Stock,ARL,NASDAQ:ARL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,arl american realty investors inc. common stock real estate other consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Other Consumer Services
